school_id,school_id_t,school_name,school_address,school_x,school_y,grid_point_id,grid_left,grid_top,grid_col,grid_row,distance_m
1,22502000151_1,"Муниципальное бюджетное общеобразовательное учреждение ""Котовская основная школа""","607144, Нижегородская обл., Ардатовский р-н., Котовка с., Школьная ул., 1а",43.00282900,55.28283600,622385,4786936.73,7417267.63,341,1423,296.356
2,22502000271_2,"Муниципальное бюджетное общеобразовательное учреждение ""Личадеевская средняя школа""","607154, обл.Нижегородская, м.о..Ардатовский, с.Личадеево, ул.Школьная, 25а",43.30204000,55.37812500,773483,4820136.73,7435267.63,424,1378,76.953
3,22502000301_3,"муниципальное бюджетное общеобразовательное учреждение ""Михеевская основная школа""","607137, Нижегородская обл., Ардатовский р-н., Михеевка с., Новая ул., 32",43.13912100,55.12917500,691660,4802136.73,7386467.63,379,1500,187.751
4,22502000316_4,"Размазлейская основная школа - филиал муниципального бюджетного общеобразовательного учреждения ""Котовская основная школа""","607153 Нижегородская область, Ардатовский район, с. Размазлей, ул. Школьная, д. 18",43.12492800,55.31854700,684281,4800536.73,7424467.63,375,1405,418.706
5,22502000321_5,муниципальное бюджетное общеобразовательное учреждение «Саконская средняя школа»,"607152, Нижегородская обл., Ардатовский р-н., Саконы с., Школьная ул., 50",43.16100400,55.37548000,702466,4804536.73,7434467.63,385,1380,239.532
6,22502000321_6,"""Туркушская основная школа-филиал муниципального бюджетного общеобразовательного учреждения """"Саконская средняя школа""""""","Нижегородская обл, Ардатовский р-н, с. Саконы, Школьная ул, 50",43.16100400,55.37548000,702466,4804536.73,7434467.63,385,1380,239.532
7,22502000411_7,"Муниципальное бюджетное общеобразовательное учреждение ""Стексовская средняя школа""","607141, обл.Нижегородская, м.о..Ардатовский, с.Стексово, ул.Больничная, 1А",43.40888500,55.29733800,826332,4831736.73,7419267.63,453,1418,257.017
8,22502000456_8,"Муниципальное бюджетное общеобразовательное учреждение ""Хрипуновская средняя школа""","607138, Нижегородская обл., Ардатовский р-н., Хрипуново с., Школьная ул., 17",43.19156500,55.17576100,715310,4807336.73,7395667.63,392,1477,318.240
9,22703000106_9,"Муниципальное бюджетное общеобразовательное учреждение ""Абрамовская средняя школа им. А.И.Плотникова""","607251, Нижегородская обл., Абрамово с., Арзамас г., Школьная ул., 1",43.66661200,55.40856700,959212,4860936.73,7440467.63,526,1365,521.973
10,22703000581_10,"Муниципальное бюджетное образовательное учреждение ""Хватовская основная школа""","607256, обл.Нижегородская, г.о..город Арзамас, с.Хватовка, ул.Кооперативная, 178",43.74283400,55.43617200,993795,4868536.73,7446867.63,545,1349,395.819
11,22703000111_11,"Муниципальное бюджетное общеобразовательное учреждение ""Балахонихинская основная школа""","607216, Нижегородская обл., Балахониха сп.., Арзамас г., Школьная ул., 5а",43.59649800,55.66364400,920843,4852536.73,7491667.63,505,1237,237.295
12,22703000371_12,Муниципальное бюджетное общеобразовательное учреждение Никольская основная школа,"обл.Нижегородская, г.о..город Арзамас, с.Никольское, д.-, кв.-",43.59916600,55.53377600,924551,4853336.73,7465267.63,507,1303,394.330
13,22703000121_13,"Муниципальное бюджетное общеобразовательное учреждение ""Новоселковская средняя школа""","607264, обл.Нижегородская, г.Арзамас, д.Бебяево, 40В",43.94303200,55.30844900,1101295,4892136.73,7422467.63,604,1410,534.557
14,22703000136_14,"Муниципальное бюджетное образовательное учреждение ""Березовская средняя школа""","607249, Нижегородская обл., Березовка д., Арзамас г., Школьная ул., 4",43.57580100,56.12113500,911512,4850536.73,7582067.63,500,1011,176.197
15,22703000146_15,Муниципальное бюджетное общеобразовательное учреждение Большетумановская средняя школа,"607253, Нижегородская обл., Большое Туманово с., Арзамас г., Школьная ул., 1",43.49770200,55.38399600,873636,4842136.73,7436067.63,479,1376,295.924
16,22703000191_16,"Муниципальное бюджетное общеобразовательное учреждение ""Водоватовская средняя школа""","607252, Нижегородская обл., Водоватово с., Арзамас г., Кирова пл., 22",43.56641400,55.40285300,902762,4848536.73,7440067.63,495,1366,606.610
17,22703000296_17,"Муниципальное бюджетное общеобразовательное учреждение ""Красносельская СШ им. И.Н. Маркеева""","607250, обл.Нижегородская, г.о..город Арзамас, с.Красное, пл.1 Мая, 20",43.74577100,55.39638100,999275,4869736.73,7440067.63,548,1366,625.992
18,22703000326_18,"Муниципальное бюджетное общеобразовательное учреждение ""Ломовская средняя школа""","607201, Нижегородская обл., Ломовка сп.., Арзамас г., Советская ул., 5",43.81869700,55.53027100,1033811,4877336.73,7465267.63,567,1303,191.261
19,22703000531_19,"Муниципальное бюджетное общеобразовательное учреждение ""Слизневская основная школа""","607245, Нижегородская обл., Слизнево с., Арзамас г., Школьная ул., 3",43.53866500,55.32873500,891871,4846136.73,7426067.63,489,1401,282.627
20,22703000531_20,филиал Муниципального бюджетного общеобразовательного учреждения Слизневская основная школа - Семеновская основная школа,"607245,Нижегородская область,Арзамасский район,с.Слизнево,ул.Школьная,д.3",43.53866500,55.32873500,891871,4846136.73,7426067.63,489,1401,282.627
21,22703000591_21,"Муниципальное бюджетное общеобразовательное учреждение ""Чернухинская средняя школа""","607210, Нижегородская обл., Чернуха с., Арзамас г., Ленина ул., 26",43.77907200,55.60052600,1015568,4873336.73,7478467.63,557,1270,358.801
22,22703000591_22,"Филиал муниципального бюджетного общеобразовательного учреждения ""Чернухинская средняя школа"" - Мотовиловская основная школа","607210, Нижегородская обл., Чернуха с., Арзамас г., Ленина ул., 26",43.77907200,55.60052600,1015568,4873336.73,7478467.63,557,1270,358.801
23,22703000611_23,Муниципальное бюджетное общеобразовательное учреждение Шатовская средняя школа,"607243, Нижегородская обл., Шатовка с., Арзамас г., Школьная ул., 4А",43.70143100,55.27272300,973845,4864136.73,7414467.63,534,1430,327.030
24,22505000191_24,"Муниципальное бюджетное общеобразовательное учреждение ""Коневская основная общеобразовательная школа""","606414, Нижегородская обл., Балахнинский р-н., Конево д., Победы ул., 5",43.20565000,56.45058800,723785,4809336.73,7647667.63,397,847,431.165
25,22505000226_25,"Государственное бюджетное общеобразовательное учреждение ""Нижегородский кадетский корпус Приволжского федерального округа имени генер","606418, Нижегородская обл., Балахнинский р-н., Истомино д., Генерала Маргелова ул., 55",43.46653900,56.52960500,856677,4838536.73,7664067.63,470,806,173.265
26,22505000227_26,"Муниципальное бюджетное общеобразовательное учреждение ""Истоминская основная общеобразовательная школа""","606418, Нижегородская обл., Балахнинский р-н., Истомино д., Генерала Маргелова ул., 120",43.45948700,56.53061300,851213,4837336.73,7664467.63,467,805,202.996
27,22505000266_27,"Муниципальное бюджетное общеобразовательное учреждение ""Липовская основная общеобразовательная школа""","606410, Нижегородская обл., Балахнинский р-н., Совхозный сп.., 17А",43.48723600,56.56283200,867586,4840936.73,7670867.63,476,789,148.619
28,22507000216_28,"Муниципальное бюджетное общеобразовательное учреждение ""Теряевская школа""","607617, Нижегородская обл., Богородский р-н., Теряево д., Советская ул., 8",43.37133600,56.03973100,805934,4827336.73,7566067.63,442,1051,302.324
29,22507000241_29,"Муниципальное бюджетное общеобразовательное учреждение ""Ушаковская начальная школа – детский сад""","607619, Нижегородская обл., Богородский р-н., Ушаково (Шварихинский сельсовет) д., Школьная ул., 9а",43.34956900,56.13992300,796780,4825336.73,7585667.63,437,1002,260.315
30,22507000251_30,"Муниципальное бюджетное общеобразовательное учреждение ""Шварихинская школа""","607615, Нижегородская обл., Богородский р-н., Швариха д., Школьный пер., 1а",43.40490600,56.15291600,825909,4831736.73,7588467.63,453,995,155.279
31,22507000103_31,"Муниципальное бюджетное общеобразовательное учреждение ""Алешковская школа""","607616, Нижегородская обл., Богородский р-н., Алешково с., Центральная ул., 9",43.42152500,56.07185600,831412,4832936.73,7572467.63,456,1035,295.177
32,22507000271_32,"Муниципальное бюджетное общеобразовательное учреждение ""Буревестниковская школа""","607612, Нижегородская обл., Богородский р-н., Буревестник сп.., Полевая ул., 1",43.78352800,56.14079500,1018941,4874136.73,7586067.63,559,1001,244.916
33,22507000286_33,"Муниципальное бюджетное общеобразовательное учреждение ""Доскинская школа""","607611, Нижегородская обл., Богородский р-н., Доскино с., Школьная ул., 53",43.76157300,56.17062100,1007999,4871736.73,7592467.63,553,985,261.703
34,22507000336_34,"Муниципальное бюджетное общеобразовательное учреждение ""Березовская школа""","607638, Нижегородская обл., Богородский р-н., Березовка д., Школьная ул., 1А",43.57392400,56.12282600,911512,4850536.73,7582067.63,500,1011,360.548
35,22507000341_35,"Муниципальное бюджетное общеобразовательное учреждение ""Дуденевская школа""","607614, Нижегородская обл., Богородский р-н., Дуденево с., Лесная ул., 24",43.50016300,56.18030700,873241,4842136.73,7594067.63,479,981,82.807
36,22507000421_36,"Муниципальное бюджетное общеобразовательное учреждение ""Инютинская начальная школа - детский сад""","607621, Нижегородская обл., Богородский р-н., Инютино д., Школьная ул., 2а",43.87724900,55.93460800,1064566,4884136.73,7546067.63,584,1101,481.445
37,22507000426_37,"Муниципальное бюджетное общеобразовательное учреждение ""Каменская школа""","607610, обл.Нижегородская, м.о..Богородский, с.Каменки, ул.Центральная, 163",43.85572500,56.06787600,1053577,4881736.73,7571267.63,578,1038,265.377
38,22507000611_38,"Муниципальное бюджетное общеобразовательное учреждение ""Хвощевская школа""","607623, Нижегородская обл., Богородский р-н., Хвощевка с., Центральная ул., 67",43.55549000,55.89400000,904340,4848936.73,7537267.63,496,1123,322.297
39,22507000766_39,"Муниципальное бюджетное общеобразовательное учреждение ""Школа п.Центральный""","607620, Нижегородская обл., Богородский р-н., Центральный сп.., Школьная ул., 7а",43.49666000,56.07118300,871476,4841736.73,7571667.63,478,1037,410.950
40,22507000716_40,"Муниципальное бюджетное общеобразовательное учреждение ""Лакшинская школа""","607628, Нижегородская обл., Богородский р-н., Лакша с., Заречная ул., 38",43.62117500,56.03010000,933409,4855336.73,7564067.63,512,1056,211.036
41,22509000101_41,"Муниципальное бюджетное общеобразовательное учреждение ""Большеболдинская средняя школа им. А.С. Пушкина""","607940, обл.Нижегородская, м.о..Большеболдинский, с.Большое Болдино, ул.Красная, 12",45.31074400,55.00719400,1791598,5043736.73,7364867.63,983,1554,1034.114
42,22509000101_42,Филиал муниципального бюджетного общеобразовательного учреждения «Большеболдинская средняя школа им.А.С.Пушкина»-«Пикшенская основная,"607940, Нижегородская область, Большеболдинский район, с. Большое Болдино, ул. Красная, д.12",45.31074400,55.00719400,1791598,5043736.73,7364867.63,983,1554,1034.114
43,22509000191_43,"Муниципальное бюджетное общеобразовательное учреждение ""Основная школа п.Большевик""","607953, Нижегородская обл., Большеболдинский р-н., Большевик сп.., Центральная ул., 11А",44.94041400,54.89685800,1604094,5002536.73,7341267.63,880,1613,233.480
44,22509000192_44,"Филиал Муниципального бюджетного общеобразовательного учреждения ""Основная школа п.Большевик"" - ""Староахматовская основная школа""","607953, Нижегородская обл., Большеболдинский р-н., Большевик сп.., Центральная ул., 11А",44.94041400,54.89685800,1604094,5002536.73,7341267.63,880,1613,233.480
45,22509000236_45,"Муниципальное бюджетное общеобразовательное учреждение ""Новослободская основная школа""","607950, Нижегородская обл., Большеболдинский р-н., Новая Слобода с., Советская ул., 18Б",45.13344400,54.92286000,1702416,5024136.73,7346067.63,934,1601,373.160
46,22509000296_46,"Муниципальное бюджетное общеобразовательное учреждение  ""Сергеевская средняя школа""","607957, Нижегородская обл., Большеболдинский р-н., Сергеевка с., Ленина ул., 19А",45.19287700,54.99994500,1733335,5030936.73,7361267.63,951,1563,276.992
47,22509000297_47,"Филиал МБОУ ""Сергеевская средняя школа""-""Сумароковская основная школа""","607957, Нижегородская обл., Большеболдинский р-н., Сергеевка с., Ленина ул., 19А",45.19287700,54.99994500,1733335,5030936.73,7361267.63,951,1563,276.992
48,22509000341_48,"Муниципальное бюджетное общеобразовательное учреждение ""Апраксинская основная школа""","607943, Нижегородская обл., Большеболдинский р-н., Апраксино с., Солнечная ул., 4",45.41698800,55.07897800,1846199,5055736.73,7376467.63,1013,1525,319.993
49,22509000376_49,"Муниципальное бюджетное общеобразовательное учреждение ""Черновская средняя школа""","607946, Нижегородская обл., Большеболдинский р-н., Черновское с., Центральная ул., 1",45.36612600,55.12160800,1818862,5049736.73,7385267.63,998,1503,114.566
50,22510000301_50,"Муниципальное бюджетное общеобразовательное учреждение ""Советская средняя школа""","Нижегородская обл., Большемурашкинский р-н., Советский сп.., 40",44.73375700,55.80219900,1499851,4979736.73,7519667.63,823,1167,423.612
51,22510000156_51,"""Филиал Муниципального бюджетного общеобразовательного учреждения ""Кишкинская средняя школа"" ""Холязинская основная школа""""","606364, обл.Нижегородская, м.о..Большемурашкинский, с.Кишкино, ул.Пришкольная, 13",44.69503000,55.88651400,1476138,4974536.73,7535667.63,810,1127,387.292
52,22510000156_52,"Муниципальное бюджетное общеобразовательное учреждение ""Кишкинская средняя школа""","606364, Нижегородская обл., Большемурашкинский р-н., Кишкино с., Пришкольная ул., 13",44.69503000,55.88651400,1476138,4974536.73,7535667.63,810,1127,387.292
53,22512000186_53,"Муниципальное  бюджетное общеобразовательное учреждение ""Каменищенская основная общеобразовательная школа имени А.Д.Герасименко""","607444, Нижегородская обл., Бутурлинский р-н., Каменищи с., Молодежная ул., 23а",45.00975500,55.59288600,1638352,5010136.73,7477667.63,899,1272,82.509
54,22512000236_54,"Муниципальное бюджетное общеобразовательное учреждение ""Кочуновская основная общеобразовательная школа""","607436, Нижегородская обл., Бутурлинский р-н., Кочуново с., Центральная ул., 50",44.98487200,55.44335800,1623856,5006936.73,7448867.63,891,1344,495.540
55,22512000366_55,"Муниципальное бюджетное общеобразовательное учреждение ""Ягубовская средняя общеобразовательная школа""","607433, Нижегородская обл., Бутурлинский р-н., Ягубовка с., Советская ул., 74",44.70005200,55.37746500,1481852,4975736.73,7435267.63,813,1378,28.641
56,22514000101_56,"Муниципальное автономное общеобразовательное учреждение ""Вадская средняя общеобразовательная школа""","606380, Нижегородская обл., Вадский р-н., Вад с., Просвещения ул., 33",44.20001400,55.52710700,1223193,4918936.73,7466067.63,671,1301,1046.640
57,22514000141_57,"Муниципальное  автономное  общеобразовательное  учреждение  ""Дубенская  основная общеобразовательная  школа""","606393, Нижегородская обл., Вадский р-н., Дубенское с., Воронцовская ул., 8",44.27526500,55.36535100,1268801,4928936.73,7432867.63,696,1384,248.581
58,22514000156_58,"Муниципальное автономное общеобразовательное учреждение ""Петлинская основная общеобразовательная школа""","606391, Нижегородская обл., Вадский р-н., Петлино с., Школьная ул., 28",44.17393500,55.44496600,1215953,4917336.73,7448467.63,667,1345,70.058
59,22514000191_59,"Муниципальное автономное общеобразовательное учреждение ""Крутомайданская основная общеобразовательная школа""","606383, Нижегородская обл., Вадский р-н., Крутой Майдан с., Микрорайон ул., 7",44.06528400,55.58542300,1157613,4904536.73,7475667.63,635,1277,420.298
60,22514000221_60,"Муниципальное автономное общеобразовательное учреждение ""Карьерская средняя общеобразовательная школа"" Сокращенное наименование МАОУ �","606396, обл.Нижегородская, м.о..Вадский, сп..Анненковский Карьер, ул.Центральная, 1",44.37293900,55.46707600,1316098,4939336.73,7452467.63,722,1335,216.856
61,22514000222_61,"""Филиал муниципального автономного общеобразовательного учреждения 'Карьерская средняя общеобразовательная школа' - 'Лопатинская основн","606396, Нижегородская обл., Вадский р-н., Анненковский Карьер сп.., Центральная ул., 1",44.37293900,55.46707600,1316098,4939336.73,7452467.63,722,1335,216.856
62,22514000261_62,"Муниципальное автономное общеобразовательное учреждение ""Новомирская основная общеобразовательная школа""","606389, Нижегородская обл., Вадский р-н., Новый Мир сп.., Школьная ул., 8",44.07165300,55.58890800,1159429,4904936.73,7477667.63,636,1272,700.469
63,22514000281_63,"Муниципальное автономное общеобразовательное учреждение ""Умайская основная общеобразовательная школа""","606395, Нижегородская обл., Вадский р-н., Умай с., Молодежная ул., 7",44.32900300,55.45782700,1292429,4934136.73,7450867.63,709,1339,216.812
64,22514000316_64,"Муниципальное автономное общеобразовательное учреждение ""Стрельская основная общеобразовательная школа""","606385, Нижегородская обл., Вадский р-н., Стрелка с., Пешелань ул., 33А",44.16704500,55.52154700,1214095,4916936.73,7463267.63,666,1308,317.568
65,22517000116_65,"Муниципальное бюджетное общеобразовательное учреждение ""Арефинская средняя общеобразовательная школа""","606142, обл.Нижегородская, р-н.Вачский, с.Арефино, ул.Пестрякова, 51, стр. 31",42.86787500,55.87408200,554720,4772136.73,7532467.63,304,1135,439.631
66,22517000161_66,"Муниципальное бюджетное общеобразовательное учреждение ""Медоварцевская основная общеобразовательная школа""","606154, Нижегородская обл., Вачский р-н., Медоварцево д., 143",42.85529800,55.82723100,545636,4770136.73,7524067.63,299,1156,189.829
67,22517000211_67,"Муниципальное бюджетное общеобразовательное учреждение ""Алтунинская основная общеобразовательная школа""","606168, Нижегородская обл., Вачский р-н., Алтунино с., Школьная ул., 16",42.83077400,55.79185000,534729,4767736.73,7516467.63,293,1175,238.080
68,22517000271_68,"Муниципальное бюджетное общеобразовательное учреждение ""Казаковская средняя общеобразовательная школа""","606166, обл.Нижегородская, р-н.Вачский, с.Казаково, ул.Заводская, 45",42.76645500,55.77055200,503779,4760936.73,7513667.63,276,1182,601.128
69,22517000431_69,"Муниципальное бюджетное общеобразовательное учреждение ""Новосельская средняя общеобразовательная школа имени Героя Советского Союза К.","606160, Нижегородская обл., Вачский р-н., Новоселки с., Школьная ул., 2А",42.67963300,55.80543700,454597,4750136.73,7519667.63,249,1167,417.313
70,22517000486_70,"Муниципальное бюджетное общеобразовательное учреждение ""Яковцевская основная общеобразовательная школа""","606150, Нижегородская обл., Вачский р-н., Яковцево с., Школьная ул., 10А",42.64977300,55.89068900,443630,4747736.73,7536067.63,243,1126,256.215
71,22517000521_71,"Муниципальное  бюджетное  общеобразовательное  учреждение ""Клинская начальная  общеобразовательная  школа - детский сад""","606162, обл.Нижегородская, м.о..Вачский, с.Клин, ул.Молодежная, 10",42.48036900,55.81983300,358078,4728936.73,7522067.63,196,1161,246.356
72,22517000546_72,"Муниципальное бюджетное общеобразовательное учреждение ""Филинская средняя общеобразовательная школа""","606162, Нижегородская обл., Вачский р-н., Филинское с., Больничная ул., 31",42.50218000,55.76273300,367212,4730936.73,7510467.63,201,1190,384.656
73,22517000681_73,Муниципальное бюджетное общеобразовательное учреждение Чулковская основная общеобразовательная школа,"606149, Нижегородская обл., Вачский р-н., Чулково с., Садовая ул., 2",42.75122900,55.95455100,496407,4759336.73,7548867.63,272,1094,323.787
74,22515000121_74,"Муниципальное бюджетное общеобразовательное учреждение ""Богородская основная школа""","606770, Нижегородская обл., Варнавинский р-н., Богородское с., Советская ул., 42",45.00723100,57.36059900,1633819,5009336.73,7834067.63,897,381,350.709
75,22515000186_75,"Муниципальное бюджетное общеобразовательное учреждение ""Макарьевская основная школа""","606772, Нижегородская обл., Варнавинский р-н., Макарий с., Молодежная ул., 23",45.01120100,57.29702700,1637494,5010136.73,7820867.63,899,414,155.043
76,22515000266_76,"Муниципальное общеобразовательное учреждение ""Восходовская основная школа""","606780, Нижегородская обл., Варнавинский р-н., Восход сп.., Центральная ул., 13",44.72307600,57.23431400,1493668,4978536.73,7807667.63,820,447,188.433
77,22515000281_77,"Муниципальное бюджетное общеобразовательное учреждение ""Мирновская средняя школа""","606781, Нижегородская обл., Варнавинский р-н., Мирный сп.., Школьная ул., 6",44.74300000,57.29362300,1504563,4980936.73,7820067.63,826,416,206.695
78,22515000291_78,"Муниципальное бюджетное общеобразовательное учреждение ""Кайская основная школа""","606773, Нижегородская обл., Варнавинский р-н., Черемушки сп.., Советская ул., 8а",44.65210900,57.36493900,1457181,4970536.73,7834467.63,800,380,225.808
79,22515000416_79,Муниципальное бюджетное общеобразовательное учреждение Михаленинская основная школа,"606763, Нижегородская обл., Варнавинский р-н., Михаленино д., Школьная ул., 2",45.04904700,57.43135400,1655635,5014136.73,7848467.63,909,345,278.185
80,22515000466_80,"Муниципальное бюджетное общеобразовательное учреждение ""Северная средняя школа""","606782, Нижегородская обл., Варнавинский р-н., Северный сп.., Молодежная ул., 25",44.59220000,57.47450400,1426169,4963736.73,7856467.63,783,325,570.035
81,22515000486_81,"Муниципальное бюджетное общеобразовательное учреждение ""Горкинская средняя школа""","606767, Нижегородская обл., Варнавинский р-н., Горки с., 35а",45.07399300,57.62850600,1671922,5017736.73,7889267.63,918,243,206.580
82,22518000111_82,Муниципальное общеобразовательное учреждение Белышевская школа,"606866, Нижегородская обл., Ветлужский р-н., Белышево с., 51",45.53287100,57.86347200,1903066,5068536.73,7938467.63,1045,120,25.151
83,22518000476_83,Муниципальное общеобразовательное учреждение Макарьевская школа,"606873, Нижегородская обл., Ветлужский р-н., Скрябино д., 1",45.87793200,58.00517200,2077807,5106936.73,7968467.63,1141,45,140.304
84,22518000571_84,Муниципальное общеобразовательное учреждение Мошкинская школа,"606869, Нижегородская обл., Ветлужский р-н., Мошкино д., 60а",45.30663000,57.73882600,1786587,5042936.73,7912467.63,981,185,199.720
85,22518000641_85,Муниципальное общеобразовательное учреждение Новоуспенская школа,"606860, Нижегородская обл., Ветлужский р-н., Новоуспенское с., 1",46.01936200,57.75594400,2148957,5122536.73,7916067.63,1180,176,65.890
86,22518000701_86,Муниципальное общеобразовательное учреждение Новопокровская школа,"606877, Нижегородская обл., Ветлужский р-н., Новопокровское с., Школьная ул., 17",45.16899900,57.92786900,1717289,5027736.73,7952467.63,943,85,291.284
87,22518000781_87,Муниципальное общеобразовательное учреждение Туранская школа,"606872, Нижегородская обл., Ветлужский р-н., Турань с., 5",45.35575900,57.93480300,1811979,5048536.73,7953267.63,995,83,156.327
88,22519000106_88,"Муниципальное бюджетное общеобразовательное учреждение ""Бахтызинская основная общеобразовательная школа""","607350, обл.Нижегородская, м.о..Вознесенский, с.Бахтызино, пер.Школьный, 15А",42.88238300,54.85824800,560679,4773336.73,7334067.63,307,1631,99.858
89,22519000216_89,"Муниципальное бюджетное общеобразовательное учреждение ""Новосельская основная общеобразовательная школа""","607358, Нижегородская обл., Вознесенский р-н., Новоселки с., Школьная ул., 1А",42.76187400,54.83802700,498774,4759736.73,7330467.63,273,1640,196.160
90,22519000236_90,"Муниципальное бюджетное общеобразовательное учреждение ""Криушинская средняя общеобразовательная школа""","607343, Нижегородская обл., Вознесенский р-н., Криуша с., Школьная ул., 60А",42.65745300,54.82629200,449613,4748936.73,7328067.63,246,1646,306.370
91,22519000261_91,"Муниципальное бюджетное общеобразовательное учреждение ""Мотызлейская основная общеобразовательная школа""","607348, Нижегородская обл., Вознесенский р-н., Мотызлей с., Первомайская ул., 57",42.90748200,54.91184900,569760,4775336.73,7343667.63,312,1607,735.443
92,22519000291_92,"Муниципальное бюджетное общеобразовательное учреждение ""Нарышкинская средняя общеобразовательная школа""","607353, Нижегородская обл., Вознесенский р-н., Нарышкино с., Школьная ул., 6а",43.04301000,54.88529000,640791,4790936.73,7338867.63,351,1619,395.341
93,22519000301_93,"Муниципальное бюджетное общеобразовательное учреждение ""Сар-Майданская средняя общеобразовательная школа""","607352, Нижегородская обл., Вознесенский р-н., Сарминский Майдан с., Школьная ул., 4",42.97531300,54.86661100,604379,4782936.73,7335667.63,331,1627,498.331
94,22519000346_94,"Муниципальное бюджетное общеобразовательное учреждение ""Полх- Майданская средняя школа""","607344, Нижегородская обл., Вознесенский р-н., Полховский Майдан с., Молодежная ул., 116",42.65125500,54.84870600,445960,4748136.73,7332467.63,244,1635,250.009
95,22519000381_95,"Муниципальное бюджетное общеобразовательное учреждение ""Курихинская основная общеобразовательная школа""","607347, Нижегородская обл., Вознесенский р-н., Сарма сп.., Школьная ул., 2",42.87451300,55.00735400,556964,4772536.73,7363267.63,305,1558,101.440
96,22520000121_96,Муниципальное автономное общеобразовательное учреждение средняя школа № 8,"606084, Нижегородская обл., Володарский р-н., Новосмолинский сп.., Танковая ул., 24",43.02773900,56.28261000,634639,4789736.73,7614467.63,348,930,133.910
97,22520000136_97,Муниципальное бюджетное общеобразовательное учреждение основная школа № 11,"606090, Нижегородская обл., Володарский р-н., Ильино сп.., Школьная ул., 29",42.92888800,56.22708900,583680,4778536.73,7602867.63,320,959,385.234
98,22520000216_98,"Государственное бюджетное общеобразовательное учреждение ""Кадетская школа - интернат имени Героя РФ А.Н. Рожкова""","606083, Нижегородская обл., Володарский р-н., Мулино сп.., Гвардейская ул., 54",42.96145200,56.31179100,601846,4782536.73,7620467.63,330,915,165.014
99,22520000221_99,"Муниципальное автономное общеобразовательное учреждение ""Гимназия № 1""","606083, Нижегородская обл., Володарский р-н., Мулино сп.., Гвардейская ул., 54",42.96145200,56.31179100,601846,4782536.73,7620467.63,330,915,165.014
100,22520000221_100,Муниципальное бюджетное общеобразовательное учреждение средняя школа № 9,"606083, Нижегородская обл., Володарский р-н., Мулино сп.., Новая ул., 23",42.95069100,56.31776700,592737,4780536.73,7622067.63,325,911,338.102
101,22522000126_101,Муниципальное общеобразовательное учреждение Благовещенская средняя школа,"606751, Нижегородская обл., Воскресенский р-н., Асташиха д., Центральная ул., 15",45.33423500,56.92017200,1801577,5046136.73,7743667.63,989,607,137.268
102,22522000251_102,"Муниципальное общеобразовательное учреждение ""Галибихинская средняя школа""","606730, Нижегородская обл., Воскресенский р-н., Галибиха д., Школьная ул., 2а",45.62438200,56.75182500,1949164,5078536.73,7709267.63,1070,693,95.353
103,22522000266_103,Муниципальное общеобразовательное учреждение Задворковская средняя школа,"606735, Нижегородская обл., Воскресенский р-н., Задворка д., Мира ул., 2",45.46653900,56.80529300,1869013,5060936.73,7720067.63,1026,666,129.150
104,22522000236_104,Муниципальное общеобразовательное учреждение Богородская средняя школа,"606736, Нижегородская обл., Воскресенский р-н., Богородское с., Комсомольская ул., 9б",45.52083300,56.78368700,1898158,5067336.73,7716467.63,1042,675,360.491
105,22522000236_105,Филиал Муниципального общеобразовательного учреждения Богородской средней школы Егоровская основная школа,"606736, Нижегородская обл., Воскресенский р-н., Богородское с., Комсомольская ул., 9б",45.52083300,56.78368700,1898158,5067336.73,7716467.63,1042,675,360.491
106,22522000236_106,Филиал муниципального общеобразовательного учреждения Богородской средней школы  Нестиарская основная школа,"606736, Нижегородская обл., Воскресенский р-н., Богородское с., Комсомольская ул., 9б",45.52083300,56.78368700,1898158,5067336.73,7716467.63,1042,675,360.491
107,22522000376_107,Муниципальное общеобразовательное учреждение Владимирская средняя школа,"606755, Нижегородская обл., Воскресенский р-н., Владимирское с., Школьная ул., 37",45.10808500,56.82145400,1686903,5020936.73,7724067.63,926,656,337.924
108,22522000461_108,Муниципальное общеобразовательное учреждение Большепольская основная школа,"606752, Нижегородская обл., Воскресенский р-н., Большое Поле с., Ленина ул., 59",45.93042900,56.91625200,2105687,5112936.73,7742467.63,1156,610,217.202
109,22522000466_109,Муниципальное общеобразовательное учреждение Воздвиженская средняя школа,"606746, Нижегородская обл., Воскресенский р-н., Воздвиженское с., Школьная ул., 15",45.60480800,56.96100600,1938131,5076136.73,7752067.63,1064,586,209.565
110,22522000601_110,Муниципальное общеобразовательное учреждение Красноярская начальная школа,"606750, Нижегородская обл., Воскресенский р-н., Красный Яр сп.., Больничная ул., 2б",45.74161200,56.76360800,2009250,5091736.73,7712067.63,1103,686,171.226
111,22522000576_111,"Муниципальное общеобразовательное учреждение ""Глуховская средняя школа""","606740, Нижегородская обл., Воскресенский р-н., Глухово с., Школьная ул., 7",45.49266200,56.86816700,1879906,5063336.73,7733267.63,1032,633,396.619
112,22522000576_112,Филиал муниципального общеобразовательного учреждения Глуховской средней школы Елдежская основная школа,"606740, Нижегородская обл., Воскресенский р-н., Глухово с., Школьная ул., 7",45.49266200,56.86816700,1879906,5063336.73,7733267.63,1032,633,396.619
